index,id,reference_text,transcription,success
554,20130612-0900-PLENARY-13-en_20130612-15:12:04_18,IF HE WANTS TO COME BACK TO THE NORMAL WAY TO BE A GOOD PRESIDENT A GOOD PRIME MINISTER TO BE A ROLE MODEL MR ERDOAN WILL HAVE TO CHANGE,"So if he wants to come back to the normal way, to be a good President or a good Prime Minister, to be a role model, Mr. Erdogan would have to change.",True
555,20160606-0900-PLENARY-10-en_20160606-18:52:48_2,GLOBAL GOALS AND NATIONAL CONTEXTS,global goals and national context.,True
556,20090203-0900-PLENARY-14-en_20090203-22:36:40_16,SO I WOULD APPEAL TO THOSE IN THIS HOUSE WHO ARE FROM LATVIA AND INDEED FROM ANY OTHER OF OUR MEMBER STATES THAT HAVE MINORITY OR EVEN MAJORITY PROBLEMS TO BEAR IN MIND THAT IN ORDER TO OVERCOME THESE DIFFICULTIES AND TO OVERCOME FEAR WE HAVE TO MAKE PEOPLE WELCOME AND INCORPORATE THEM INTO OUR POLITICAL PROCESS NOT KEEP THEM OUT OF IT,"So I would appeal to those in this house who are from La La Latia and indeed any other member states who have minority problems or even majority problems to bear in mind that in order to overcome these difficulties and overcome fear we have to make people welcome and incorporate them into our political process, not keep them out of it.",True
557,20150519-0900-PLENARY-7-en_20150519-12:44:09_1,THE BENCHMARK SCANDALS IN THE RECENT PAST CLEARLY DEMONSTRATE WHAT UNREGULATED BENCHMARKS CAN LEAD TO,The benchmark scandals in the recent past clearly demonstrates what unregulated benchmarks can lead to.,True
558,20171213-0900-PLENARY-11-en_20171213-14:37:38_7,WE MUST REDOUBLE OUR EFFORTS IF WE ARE GOING TO GET TO THAT ESSENTIAL POSITION,Rwy'n dechrau'r effort ydych chi'n meddwl i'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r ddechrau'r d,True
559,20130611-0900-PLENARY-16-en_20130611-15:21:19_29,WE SHOULD OF COURSE NOT FORGET THE CONTRIBUTION MADE BY JEAN LAMBERT WHO AS THE RAPPORTEUR FOR THE QUALIFICATION DIRECTIVE CONTRIBUTED TO OUR REACHING AN AGREEMENT IN TWO THOUSAND AND ELEVEN AND GIVE MORE GENERAL THANKS TO COMMISSIONER CECILIA MALMSTRM FOR HER ASSISTANCE IN HELPING,"We should, of course, not forget the contribution made by Jean Lambert, who as a rapporteur for the Qualification Directive contributed to our reaching an agreement in 2011, as well as, of course, a more general thanks to Commissioner Cecilia Malstrom for her assistance in helping",True
560,20131008-0900-PLENARY-12-en_20131008-16:10:35_7,IT IS CLEAR THAT SIGNIFICANT WORK REMAINS AHEAD TO ACHIEVE THESE GOALS,"However, it is clear that significant work remains ahead to achieve these goals.",True
561,20110705-0900-PLENARY-6-en_20110705-14:00:52_6,RESEARCH HAS TO CONTINUE,The search has to continue.,True
562,20160412-0900-PLENARY-3-en_20160412-10:50:44_14,IT IS CLEAR THAT THE ASYLUM SYSTEM AS IT STANDS TODAY IS NOT FUNCTIONING EUROPE HAS TO ADAPT ITS MIGRATION POLICY TO PROVIDE ORDERLY AND SAFE PATHWAYS TO THE EUROPEAN UNION FOR THOSE WHO NEED PROTECTION AND THOSE WHO CAN CONTRIBUTE WITH THEIR SKILLS AND TALENTS TO THE EUROPEAN UNION'S ECONOMIC DEVELOPMENT WE,"Είναι εύκολο ότι το σύστημα, as it stands today, is not functioning Europe has to adapt its migration policy to provide orderly and safe pathways to the European Union for those who need protection and those who can contribute with their skills and talents to the European Union's economic development.",True
563,20160414-0900-PLENARY-6-en_20160414-11:18:06_1,MS CCERES WAS A PROMINENT HUMAN RIGHTS DEFENDER AS WE ALL KNOW AND WAS VERY WELL KNOWN BY THE EUROPEAN UNION FOR HER COURAGEOUS COMMITMENT IN DEFENDING THE ENVIRONMENT AND THE INDIGENOUS RIGHTS OF THE LENCA COMMUNITY TO WHICH SHE BELONGED,"Mr. Bertha Cáceres was a prominent human rights defender, as we all know, and was very well known by the European Union for her courageous commitment in defending the environmental and indigenous rights of the Lenca community to which she belonged.",True
564,20100121-0900-PLENARY-5-en_20100121-11:56:57_22,TO ACHIEVE THIS WE MUST CONTINUE TO WORK ON THE DEVELOPMENT OF OUR STRATEGIC PARTNERSHIP,"To achieve this, we must continue to work on the development of our strategic partnership.",True
565,20180418-0900-PLENARY-21-en_20180418-21:24:10_8,A FULL TRANSPARENCY SHOULD BE CONSIDERED AS AN INTEGRAL PART OF THE COMPETITIVE SITUATION AND IS VITAL FOR THE PROSPERITY OF SMALLER MEMBER STATES AND THE SINGLE MARKET,"in češnja transparacija, češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češnja češ",True
566,20121119-0900-PLENARY-19-en_20121119-20:57:22_9,FINALLY I WOULD SAY THAT THE COMMISSION NEEDS TO TAKE SERIOUSLY OUR RECOMMENDATION THAT THIS DIRECTIVE NEEDS NO FURTHER REFORMS,"And just finally, President, I would say that the commission needs to take seriously our recommendation that this directive needs no further reform.",True
567,20180502-0900-PLENARY-26-en_20180502-21:27:41_32,SECONDLY SUPPORTING SMES IN COMPLYING WITH RULES FOR OCCUPATIONAL HEALTH AND SAFETY AND AGAIN THIS APPLIES TO FARMS,"Second, supporting SMEs and complying with rules for occupational health and safety, and again this applies to farms.",True
568,20190327-0900-PLENARY-en_20190327-11:28:09_27,IN THE COMMISSION'S VIEW THE DRIVER MUST BE ABLE TO TAKE HIS NORMAL AND LONG WEEKLY REST EITHER AT HOME WITH HIS FAMILY OR IN COMFORTABLE ACCOMMODATION NOT IN THE TRUCK CABIN AT THE SAME TIME DRIVERS ALSO NEED TO BE GRANTED SUITABLE SAFE AND SECURE RESTING FACILITIES,في الوصول المشاركة ، يجب أن يستطيع أن يأخذ صحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه وصحيحه و,True
569,20090218-0900-PLENARY-10-en_20090218-15:57:02_10,WE SAW SCHOOLS FACTORIES HOMES AND A HOSPITAL DELIBERATELY ATTACKED,"maen nhw'n meddwl ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgyrch, ymgy",True
570,20190314-0900-PLENARY-en_20190314-15:28:55_4,THIRDLY WE NEED TO ENGAGE WITH THE INDUSTRY NGOS AND THE SCIENTIFIC COMMUNITY IN A CONSTRUCTIVE DIALOGUE,we need to engage with the industry NGOs and the scientific community in a constructive dialogue.,True
571,20180612-0900-PLENARY-en_20180612-22:14:54_3,THE EU INSTITUTIONS TOGETHER WILL WORK WITH THE MEMBER STATES WITH PARTNERS AND WITH INTERNATIONAL ORGANISATIONS NOTABLY NATO AS MANY OF YOU HAVE UNDERLINED,"The EU institutions together will work with the Member States, with partners, with international organisations, notably NATO, as many of you have underlined.",True
572,20141215-0900-PLENARY-17-en_20141215-20:51:12_8,MORE RECENTLY I HAD THE OPPORTUNITY TO ADDRESS THE PRIMA TOPIC AT THE STRUCTURED DIALOGUE I HAD IN THE ITRE COMMITTEE ON FOUR DECEMBER,"More recently, I had the opportunity to address the prima topic at the structured dialogue I had in the eTrack committee last force of December.",True
573,20171211-0900-PLENARY-15-en_20171211-18:49:13_10,I DID HOWEVER MAKE SOME ADDITIONAL CALLS AND I AM GLAD TO SAY WE REACHED A SATISFACTORY AGREEMENT DURING THE TRILOGUE NEGOTIATIONS,"I did, however, make some additional calls and I'm glad to say we reached a satisfactory agreement during the trial log negotiations.",True
574,20120912-0900-PLENARY-9-en_20120912-16:30:23_7,AT THAT TIME A RIGHT WING GOVERNMENT COALITION HAD INTRODUCED EMERGENCY LEGISLATION TO DEPRIVE A COURT RULING OF ITS EFFECT AND TO REMOVE THE PRESIDENT OF THE NATIONAL TELECOMS REGULATOR FROM OFFICE,"At that time, it was a right-wing government coalition that had taken an emergency legislation to deprive a court ruling of its effect and to remove the President of the National Telecoms Regulator from office.",True
575,20130415-0900-PLENARY-15-en_20130415-20:03:37_3,I THINK THERE MIGHT BE OTHER WAYS,I think there might be other ways.,True
576,20200114-0900-PLENARY-en_20200114-12:55:11_5,MANY WHO HAVE DEMENTIA OR OTHER HEALTH ISSUES WHICH MAKE IT EVEN HARDER TO PROVE THEIR RIGHT TO REMAIN JUST AS IMPORTANTLY THEIR RIGHTS TO ACCESS CRITICAL SERVICES SUCH AS HEALTH AND SOCIAL CARE,Mae oedd dimensiw o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r,True
577,20190312-0900-PLENARY-en_20190312-15:54:12_15,WE HAVE EMPHASISED THAT THE TURKISH GOVERNMENT SHOULD REFRAIN FROM PROVOCATIVE AND ILLEGAL ACTIONS NOTABLY IN THE EASTERN MEDITERRANEAN AND IN THE AEGEAN AT THE SAME TIME WE MUST NOT LOSE SIGHT OF THE LONG TERM AND PERHAPS EVEN MORE IMPORTANTLY OF THE MANY PEOPLE IN TURKEY WHO ARE DIRECTLY AFFECTED BY THE CURRENT DOWNWARD TREND ON FUNDAMENTAL FREEDOMS,"We have underlined that the Turkish government should refrain from provocative and illegal actions, notably in the eastern Mediterranean and in the Aegean. At the same time, we must not lose sight of the long-term and, perhaps even more importantly, of the many people in Turkey who are directly affected by the current downward trend on fundamental freedoms.",True
578,20150610-0900-PLENARY-6-en_20150610-13:05:18_3,NOW OBVIOUSLY IF YOU HAPPEN TO LIKE ALL OF THOSE THINGS ANYWAY IT IS EASY TO PERSUADE YOURSELF THAT THERE IS NO OTHER METHOD TO CONTROL CLIMATE CHANGE,"If you happen to like all of those things anyway, it's easy to persuade yourself that there is no other method to control climate change.",True
579,20090310-0900-PLENARY-15-en_20090310-17:18:27_9,I LOOK FORWARD IN THE FUTURE TO OTHER EXTERNALITIES BEING INCLUDED AND WOULD STRESS MY GROUP'S SUPPORT THAT ALL REVENUE FROM EUROVIGNETTES SHOULD BE EARMARKED FOR USE IN THE TRANSPORT SECTOR SO THAT TRANSPARENCY AND PUBLIC OPINION CAN BE BROUGHT CLOSER TOGETHER,I look forward in the future to other externalities being included and would stress my group's support that all revenue from Eurovignette should be earmarked for use in the transport sector so that transparency and public opinion can be brought closer together.,True
580,20170612-0900-PLENARY-17-en_20170612-21:58:03_15,LET ME GIVE YOU SOME CONCRETE EXAMPLES OF OUR ACTION IN SOUTH AND SOUTH EAST ASIA,Let me give you some concrete examples of our action in South and Southeast Asia.,True
581,20200310-0900-PLENARY-en_20200310-15:14:50_26,ON THE MFF ATTEMPTING TO FIND A SOLUTION ALONG THESE LINES WOULD THEREFORE ABSORB EVERYONE'S TIME ENERGY AND FOCUS WHILE WE NEED ALL EFFORTS TO FIND A GOOD AGREEMENT ON THE ACTUAL LONG TERM,"Attempting to find a solution along these lines would therefore absorb everyone's time, energy and focus while we need all efforts to find a good agreement on the actual long-term budget soon.",True
582,20181210-0900-PLENARY-en_20181210-23:03:24_15,THE COMMISSION AND THE EUROPEAN EXTERNAL ACTION SERVICE ARE ADVANCING THEIR WORK ON EUROPEAN HOUSES OF CULTURE AND ON GLOBAL CULTURAL LEADERSHIP TRAINING,The Commission and the European External Action Service are advancing their work on European houses of culture and on global cultural leadership training.,True
583,20130613-0900-PLENARY-14-en_20130613-15:05:49_2,BUT I THINK THAT NOW IT IS TIME FOR EUROPE TO RESPOND AND TO RESPOND TO WHAT WE SEE HAPPENING RUSSIA,But I think that now there is time for Europe to respond. And to respond on that's what we see happening in Russia.,True
584,20090504-0900-PLENARY-9-en_20090504-18:00:06_5,HOWEVER WE MAY BE GLAD THAT NONE OF THE PATIENTS INFECTED WITH THIS VIRUS IN THE EU HAS YET DIED FOR OVER A WEEK WE HAVE OBSERVED THE SPREAD OF INFECTIONS IN MEXICO IN THE USA IN CANADA IN EU MEMBER STATES AND IN OTHER COUNTRIES,"We may be glad that none of the patients infected with this virus in the EU has yet died, however. For over a week, we have observed the spread of infections in Mexico, in the USA, in Canada, in EU member states, and on other countries.",True
585,20160607-0900-PLENARY-13-en_20160607-17:23:46_29,AND COMMUNITIES WELCOMING NEW CITIZENS,Communities welcoming new citizens.,True
586,20191127-0900-PLENARY-en_20191127-15:07:59_6,THE PRESIDENCY HAS TAKEN A NUMBER OF STEPS IN PARTICULAR A DEDICATED AND PERMANENT HORIZONTAL WORKING PARTY OF THE COUNCIL WAS CREATED DURING THE FIRST MONTH OF OUR PRESIDENCY,"The presidency has taken a number of steps. In particular, a dedicated and permanent horizontal working party of the council was created during the first month of our presidency.",True
587,20140715-0900-PLENARY-10-en_20140715-20:31:38_3,I DO NOT BELIEVE THAT IT HAS NOT BEEN POSSIBLE TO AGREE A COMPROMISE,I don't believe that it's not been possible to agree a compromise.,True
588,20160510-0900-PLENARY-12-en_20160510-16:11:31_8,THIS WOULD BE TO THE BENEFIT OF THE PEOPLE,This would be in the benefit of the people.,True
589,20160607-0900-PLENARY-16-en_20160607-18:55:04_16,FURTHERMORE THE DIGITAL TRANSFORMATION IS RE SHAPING THE WAY WE LIVE WORK AND DO BUSINESS AND THE TYPES OF SKILLS NEEDED,"Furthermore, the digital transformation is reshaping the way we live, work and do business and the types of skills needed.",True
590,20120703-0900-PLENARY-6-en_20120703-14:48:09_1,THE IMPLANTING OF EMERGENCY SERVICES TELECOMMUNICATIONS DEVICES WITHIN THE PRIVATE MOTOR VEHICLE HAS THE POTENTIAL TO SAVE THOUSANDS OF LIVES BY AUTOMATICALLY RELAYING THE INFORMATION ABOUT ACCIDENTS AND THEIR WHEREABOUTS,The mounting of emergency services telecommunications devices within the private motor vehicle has the potential to save thousands of lives by automatically relaying the information about accidents and their whereabouts.,True
591,20180206-0900-PLENARY-21-en_20180206-21:25:48_26,IT IS ALSO ESSENTIAL TO SET UP GUARANTEES TO ENSURE FREE TRANSPARENT AND CREDIBLE ELECTIONS,"is also essential to set up guarantees to ensure free, transparent and credible elections.",True
592,20150415-0900-PLENARY-10-en_20150415-16:02:30_1,WELL I SUPPOSE I WAS ELECTED TO GIVE AN ALTERNATIVE VIEW AND I CAN CERTAINLY SAY THAT WE ARE AGAINST THIS BECAUSE WE BELIEVE THAT BRITAIN CAN SPEND ITS MONEY MORE EFFICIENTLY IN SUPPORT OF OUR REGIONS THAN BY SENDING THE MONEY TO BRUSSELS TO BE SPENT FOR US,I suppose I was elected to give an alternative view and I can certainly say that we are against this because we believe that Britain can spend its money more efficiently in support of our regions than sending the money to Brussels to be spent for us.,True
593,20110706-0900-PLENARY-10-en_20110706-17:47:45_4,THIS IS CONTRARY TO ALL NORMAL STANDARDS IN WAR OR PEACE AND CERTAINLY CONTRARY TO THE GENEVA CONVENTION,"Felly, mae'n cael ei wneud o'r gwaith yng Nghymru sy'n cael ei wneud o'r Gweithio Genifigol.",True
594,20120313-0900-PLENARY-10-en_20120313-15:59:59_5,EACH MEMBER HAS ONE MINUTE TO PUT HIS OR HER QUESTION AND THIRTY SECONDS TO PUT A SUPPLEMENTARY,"Each member has one minute to put his or her question, and 30 seconds to put a supplementary.",True
595,20151124-0900-PLENARY-16-en_20151124-22:59:21_8,AND STRENGTHENING GENDER EQUALITY,and to strengthen gender equality.,True
596,20110915-0900-PLENARY-13-en_20110915-16:33:21_7,THE DELEGATION IN ASMARA HAS A CONSTANT INSTRUCTION TO INQUIRE OF THE ERITREAN AUTHORITIES AND ANY OTHER PARTY THAT MIGHT HAVE ANY INFORMATION ABOUT THE WHEREABOUTS AND HEALTH OF DAWIT ISAAK,ac mae'r delegatio yn Asmara wedi bod yn cael ei ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o',True
597,20120329-0900-PLENARY-12-en_20120329-13:32:11_2,BETTER FUNCTIONING OF EXISTING GOVERNANCE RULES AND RECOMMENDATIONS IS PREFERRED TO A NEW EUROPEAN STRICT RULES BASED SYSTEM AND I APPLAUD THE EFFORTS OF THIS REPORT TO MAINTAIN MEMBER STATE JURISDICTION IN THIS AREA WHILE HAVING BELIEF IN THE SHARING OF BEST PRACTICE,Mae'r ffunctiwn i'r ffordd i'r ffordd i'r newid yng Nghymru i'r Ffordd Rhyw Llywodraeth Cymru. Mae'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r ffordd i'r f,True
598,20110927-0900-PLENARY-5-en_20110927-11:18:29_5,WAS IT RAISED AND IF IT WAS WHAT WAS SAID,"Was it raised and if it was, what was said?",True
599,20200115-0900-PLENARY-en_20200115-21:51:21_15,COUNCIL TRANSPARENCY YES OUR BIG PIECE WORK IN PROGRESS BUT I CAN SEE PROGRESS AND I NOTE IN PARTICULAR THAT FROM AN ISSUE THAT WAS SOMEWHAT MARGINAL AND SOMEWHAT WITHIN THE BRUSSELS AND STRASBOURG BUBBLE IT IS NOW BECOMING MORE MAINSTREAM MS EVI THANK YOU FOR ALL YOUR GREAT SUPPORT,"Felly, mae'n gweithio'r ffordd, mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'r ffordd, ac mae'n gweithio'",True
600,20180206-0900-PLENARY-21-en_20180206-21:25:48_37,THE LACK OF MEDICINES IS ESTIMATED AT AROUND NINETY BY THE NATIONAL CHAMBER OF PHARMACISTS,The lack of medicines is estimated at around 90% by the National Chamber of Pharmacetics.,True
601,20110119-0900-PLENARY-3-en_20110119-09:52:52_2,THESE ARE NOT NATURAL DISASTERS AND THEY WERE NOT BEYOND THE CONTROL OF THE MEMBER STATES CONCERNED,"Felly, mae'r bwysig iawn, ac mae'r bwysig iawn wedi'i gwneud o'r ddweud o'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio'r ddweudio",True
602,20200114-0900-PLENARY-en_20200114-10:59:22_4,THE EU MUST ADVANCE TO FIND A COMMON DEMOCRATIC MECHANISM FOR SELFDETERMINATION REPRESSION CANNOT BE AN ACCEPTABLE SOLUTION,"No és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una altra solució, no és una alt",True
603,20180207-0900-PLENARY-17-en_20180207-17:27:11_15,EVENTS SINCE HAVE DONE NOTHING TO ADDRESS THESE CONCERNS,Events in have done nothing to address these concerns.,True
604,20140114-0900-PLENARY-3-en_20140114-09:38:31_2,IT IS A BAD SOLUTION AND WE HAVE TO IMPROVE IT AND I DO NOT KNOW WHY YOU ACCEPTED IT,It's a bad solution and we have to improve it and I don't know why you accepted it.,True
605,20141126-0900-PLENARY-16-en_20141126-20:18:21_17,AND IT JUST COSTS TOO MUCH BOTH FOR CONSUMERS AND BUSINESSES,"And it just costs too much, both for consumers and businesses.",True
606,20190313-0900-PLENARY-en_20190313-20:35:10_5,WHAT IT TURNED OUT TO BE WAS NOTHING TO DO WITH FREE TRADE BUT EVERYTHING TO DO WITH STATE AID AND I'M A LITTLE CONCERNED THAT MAYBE THE WHOLE COMPETITION PART OF THIS WAS A MISNOMER AND MAYBE IT WAS JUST ABOUT HELPING WITH STATE AID,"And what it turned out to be was nothing to do with free trade, but everything to do with state aid. And I'm a little concerned that maybe the whole competition part of this was a misnomer and maybe it was just about helping with state aid.",True
607,20110119-0900-PLENARY-3-en_20110119-09:15:04_62,SET IF IT IS NOT US AT EUROPEAN LEVEL WHO WILL ENCOURAGE THEM TO TAKE THOSE DECISIONS WHO WILL DO IT ONLY BY SORTING OUT OUR DEBT AND STABILISING FINANCES CAN WE MOVE FROM CRISIS MANAGEMENT TO FOSTERING GROWTH NOT ANY KIND OF GROWTH OF COURSE BUT SUSTAINABLE INCLUSIVE,"Se não é nós, no nível europeu, que empurrem-los a tomar essas decisões, nós vamos fazer isso. Só por assaltar nosso destino, e estabilizar finanças, podemos mover do manejo de crise para forçar crescimento. Não qualquer tipo de crescimento, claro, sustentável, inclusive de crescimento.",True
608,20090205-0900-PLENARY-6-en_20090205-12:33:49_6,AT THE MOMENT CHINA HAS AN ENORMOUS AMOUNT OF MONEY WHICH WILL HAVE TO BE INVESTED OUTSIDE CHINA,At the moment China has enormous amount of money which will have to be invested outside China.,True
